OTU,Kingdom,Phylum,Class,Order,Family,Genus,OUT_genus,mean_relabund,Gut_SubSection
Otu00289,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,Otu00289 Gastranaerophilales_ge,0.001224,HG_1
Otu00290,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00290 Bacteria_unclassified,0.001564,HG_1
Otu00300,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00300 Lachnospiraceae_unclassified,0.001412,HG_1
Otu00301,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00301 Clostridiales_vadinBB60_group_ge,0.001556,HG_1
Otu00303,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00303 Rikenella,0.00122,HG_1
Otu00304,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00304 Rikenella,0.001112,HG_1
Otu00310,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00310 DMI_ge,0.0018,HG_1
Otu00316,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00316 Rikenella,0.001216,HG_1
Otu00317,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00317 Ruminococcaceae_unclassified,0.000272,HG_1
Otu00318,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00318 Alistipes,0.001548,HG_1
Otu00322,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00322 Rikenella,0.001128,HG_1
Otu00323,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00323 Lachnospiraceae_unclassified,0.001344,HG_1
Otu00326,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00326 Rikenella,0.001472,HG_1
Otu00330,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00330 Ruminococcaceae_unclassified,0.00094,HG_1
Otu00332,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00332 Rikenellaceae_unclassified,0.000936,HG_1
Otu00337,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00337 Ruminococcaceae_unclassified,0.000068,HG_1
Otu00338,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00338 Rikenella,0.000972,HG_1
Otu00339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,Otu00339 Rhodospirillales_unclassified,0.001632,HG_1
Otu00340,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00340 Oscillibacter,0.000604,HG_1
Otu00342,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00342 Lachnospiraceae_unclassified,0.000212,HG_1
Otu00345,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00345 Alistipes,0.0012,HG_1
Otu00350,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00350 Oscillibacter,0.000992,HG_1
Otu00351,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00351 Alistipes,0.00078,HG_1
Otu00352,Bacteria,Tenericutes,Mollicutes,Mollicutes_RF39,Mollicutes_RF39_fa,Mollicutes_RF39_ge,Otu00352 Mollicutes_RF39_ge,0.001096,HG_1
Otu00362,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00362 Tyzzerella,0.0013,HG_1
Otu00366,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00366 Rikenella,0.001056,HG_1
Otu00368,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00368 Victivallaceae_ge,0.001676,HG_1
Otu00372,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00372 Rikenellaceae_unclassified,0.000944,HG_1
Otu00374,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00374 Alistipes,0.001012,HG_1
Otu00375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,Otu00375 Rhodospirillales_unclassified,0.001548,HG_1
Otu00376,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,Otu00376 Gastranaerophilales_ge,0.000832,HG_1
Otu00379,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00379 Lachnospiraceae_unclassified,0.000976,HG_1
Otu00380,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00380 Rikenella,0.00116,HG_1
Otu00382,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,Otu00382 Bacteroidales_unclassified,0.001052,HG_1
Otu00384,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00384 Lachnospiraceae_unclassified,0.001076,HG_1
Otu00389,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00389 Lachnospiraceae_unclassified,0.000916,HG_1
Otu00391,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00391 DMI_ge,0.0006,HG_1
Otu00392,Bacteria,Cyanobacteria,Melainabacteria,Gastranaerophilales,Gastranaerophilales_fa,Gastranaerophilales_ge,Otu00392 Gastranaerophilales_ge,0.000876,HG_1
Otu00394,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00394 Alistipes,0.000924,HG_1
Otu00395,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthellaceae_unclassified,Otu00395 Eggerthellaceae_unclassified,0.000672,HG_1
Otu00399,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Otu00399 Bacteroidia_unclassified,0.000916,HG_1
Otu00404,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00404 Alistipes,0.000876,HG_1
Otu00407,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00407 Lachnospiraceae_unclassified,0.001416,HG_1
Otu00411,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00411 Alistipes,0.000764,HG_1
Otu00415,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00415 Oscillibacter,0.000944,HG_1
Otu00419,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00419 Alistipes,0.000848,HG_1
Otu00421,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00421 Rikenella,0.001056,HG_1
Otu00422,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00422 Ruminiclostridium_5,0.001088,HG_1
Otu00424,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00424 Akkermansia,0.000964,HG_1
Otu00428,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00428 Victivallaceae_ge,0.001184,HG_1
Otu00430,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00430 Akkermansia,0.000908,HG_1
Otu00434,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00434 uncultured,0,HG_1
Otu00435,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00435 Alistipes,0.001212,HG_1
Otu00436,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Otu00436 Alphaproteobacteria_unclassified,0.000988,HG_1
Otu00438,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00438 Rikenella,0.001332,HG_1
Otu00443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00443 Alistipes,0.000928,HG_1
Otu00444,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00444 uncultured_ge,0.00108,HG_1
Otu00447,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00447 Alistipes,0.000868,HG_1
Otu00448,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00448 Alistipes,0.000872,HG_1
Otu00452,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00452 Rikenella,0.000964,HG_1
Otu00455,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00455 Lachnospiraceae_unclassified,0.000672,HG_1
Otu00456,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00456 Alistipes,0.000404,HG_1
Otu00458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,Otu00458 Rhodospirillales_unclassified,0.000804,HG_1
Otu00461,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Family_XIII_ge,Otu00461 Family_XIII_ge,0.000964,HG_1
Otu00463,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu00463 Clostridiales_unclassified,0.001192,HG_1
Otu00465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00465 Alistipes,0.000364,HG_1
Otu00467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00467 Alistipes,0.000652,HG_1
Otu00468,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00468 Alistipes,0.000696,HG_1
Otu00470,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00470 Victivallaceae_ge,0.000836,HG_1
Otu00480,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00480 Alistipes,0.000784,HG_1
Otu00481,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00481 Rikenella,0.000728,HG_1
Otu00492,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00492 Rikenellaceae_unclassified,0.000448,HG_1
Otu00494,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00494 Ruminococcaceae_unclassified,0.000108,HG_1
Otu00504,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00504 Alistipes,0.00114,HG_1
Otu00509,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00509 Alistipes,0.000776,HG_1
Otu00511,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu00511 Clostridiales_unclassified,0.00072,HG_1
Otu00521,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00521 Oscillibacter,0.000592,HG_1
Otu00523,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00523 Alistipes,0.000396,HG_1
Otu00524,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00524 Alistipes,0.000536,HG_1
Otu00532,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00532 Ruminococcaceae_unclassified,0.000556,HG_1
Otu00533,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00533 GCA-900066225,0.0007,HG_1
Otu00536,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00536 Alistipes,0.00048,HG_1
Otu00553,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00553 Alistipes,0.000648,HG_1
Otu00561,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00561 Lachnospiraceae_unclassified,0.000712,HG_1
Otu00563,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00563 uncultured,0.00066,HG_1
Otu00565,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00565 Victivallaceae_ge,0.00094,HG_1
Otu00567,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00567 Alistipes,0.000544,HG_1
Otu00569,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00569 Akkermansia,0.000472,HG_1
Otu00570,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00570 Ruminococcaceae_unclassified,0.000544,HG_1
Otu00571,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00571 Ruminococcaceae_unclassified,0.000576,HG_1
Otu00575,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00575 Rikenella,0.000652,HG_1
Otu00576,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,Otu00576 Harryflintia,0.000628,HG_1
Otu00577,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00577 Alistipes,0.000648,HG_1
Otu00578,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00578 Oscillibacter,0.0007,HG_1
Otu00583,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00583 uncultured_ge,0.00068,HG_1
Otu00584,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00584 Alistipes,0.000432,HG_1
Otu00586,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00586 Alistipes,0.00074,HG_1
Otu00589,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00589 Ruminococcaceae_unclassified,0.000436,HG_1
Otu00590,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00590 Lachnospiraceae_unclassified,0.000564,HG_1
Otu00592,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00592 Alistipes,0.000392,HG_1
Otu00594,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00594 Rikenella,0.000312,HG_1
Otu00605,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-008,Otu00605 Ruminococcaceae_UCG-008,0.000504,HG_1
Otu00609,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00609 Alistipes,0.000492,HG_1
Otu00619,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00619 Alistipes,0.00058,HG_1
Otu00620,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00620 Ruminococcaceae_unclassified,0.00016,HG_1
Otu00622,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00622 uncultured,0.000448,HG_1
Otu00623,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00623 Rikenella,0.00064,HG_1
Otu00632,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00632 Tyzzerella,0.000496,HG_1
Otu00635,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00635 Rikenellaceae_unclassified,0.000552,HG_1
Otu00639,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00639 Alistipes,0.000464,HG_1
Otu00647,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00647 Ruminococcaceae_unclassified,0.000352,HG_1
Otu00649,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00649 Clostridiales_vadinBB60_group_ge,0.00058,HG_1
Otu00652,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00652 Ruminococcaceae_unclassified,0.0003,HG_1
Otu00663,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00663 Alistipes,0.00072,HG_1
Otu00666,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00666 Ruminiclostridium_5,0.000416,HG_1
Otu00667,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00667 Oscillibacter,0.000556,HG_1
Otu00672,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00672 Ruminococcaceae_unclassified,0.000116,HG_1
Otu00673,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Otu00673 Romboutsia,0.000024,HG_1
Otu00675,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00675 Victivallaceae_ge,0.000576,HG_1
Otu00685,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00685 GCA-900066225,0.000632,HG_1
Otu00686,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00686 Bacteria_unclassified,0.000516,HG_1
Otu00692,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00692 Oscillibacter,0.000508,HG_1
Otu00693,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00693 Oscillibacter,0.000512,HG_1
Otu00696,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00696 Alistipes,0.00024,HG_1
Otu00697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00697 Tyzzerella,0.000388,HG_1
Otu00708,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00708 Alistipes,0.000404,HG_1
Otu00722,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00722 Alistipes,0.000472,HG_1
Otu00723,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00723 Alistipes,0.000556,HG_1
Otu00724,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00724 Ruminiclostridium_5,0.000424,HG_1
Otu00729,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00729 Rikenellaceae_unclassified,0.000368,HG_1
Otu00731,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00731 Oscillibacter,0.000524,HG_1
Otu00732,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00732 Akkermansia,0.000528,HG_1
Otu00736,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00736 Ruminococcaceae_unclassified,0.000376,HG_1
Otu00744,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00744 Alistipes,0.000296,HG_1
Otu00749,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00749 Ruminiclostridium_5,0.000284,HG_1
Otu00761,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pygmaiobacter,Otu00761 Pygmaiobacter,0.000376,HG_1
Otu00766,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00766 Alistipes,0.000608,HG_1
Otu00767,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00767 Rikenella,0.000436,HG_1
Otu00768,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00768 Rikenella,0.000272,HG_1
Otu00770,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00770 Ruminococcaceae_unclassified,0.000352,HG_1
Otu00778,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00778 Ruminococcaceae_UCG-013,0.000324,HG_1
Otu00781,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00781 Rikenellaceae_unclassified,0.000324,HG_1
Otu00783,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Otu00783 Alphaproteobacteria_unclassified,0.00042,HG_1
Otu00787,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00787 Akkermansia,0.000432,HG_1
Otu00790,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00790 GCA-900066225,0.000432,HG_1
Otu00794,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00794 Ruminococcaceae_unclassified,0.0003,HG_1
Otu00797,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,Otu00797 uncultured,0.000316,HG_1
Otu00800,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00800 Alistipes,0.000448,HG_1
Otu00803,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00803 Alistipes,0.000264,HG_1
Otu00806,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00806 Lachnospiraceae_unclassified,0.000352,HG_1
Otu00807,Bacteria,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,Otu00807 Mollicutes_unclassified,0.00048,HG_1
Otu00824,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00824 Ruminococcaceae_unclassified,0.000256,HG_1
Otu00839,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00839 Ruminiclostridium_5,0.000376,HG_1
Otu00846,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00846 Rikenella,0.000216,HG_1
Otu00855,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00855 Ruminococcaceae_unclassified,0.000248,HG_1
Otu00856,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00856 Rikenella,0.000256,HG_1
Otu00872,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00872 Ruminococcaceae_unclassified,0.000216,HG_1
Otu00878,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00878 Alistipes,0.000276,HG_1
Otu00882,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00882 Ruminococcaceae_unclassified,0.000364,HG_1
Otu00906,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00906 Alistipes,0.000276,HG_1
Otu00908,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00908 Ruminococcaceae_UCG-013,0.000292,HG_1
Otu00929,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00929 Rikenella,0.00014,HG_1
Otu00935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00935 Alistipes,0.0003,HG_1
Otu00958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00958 uncultured_ge,0.000308,HG_1
Otu00961,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00961 Alistipes,0.000576,HG_1
Otu00965,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00965 Akkermansia,0.000424,HG_1
Otu00969,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00969 Victivallaceae_ge,0.000456,HG_1
Otu00979,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,Otu00979 Ruminococcaceae_UCG-014,0.000248,HG_1
Otu00980,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00980 Alistipes,0.000356,HG_1
